,Data,N,Out,DEA,Enrichment,Library,FDR,median_mcc,median_mcc_common,median_prec,median_prec_common,median_rec,median_rec_common,median_rep,median_rep_common,median_terms,median_terms_common,id
14,BRCA,3,None,edgeR QLF,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.2515276513609222,0.23175628732087422,0.7923043478260869,0.8721804511278195,0.0,0.0,0.0,0.0,0.0,0.0,0
15,BRCA,3,None,edgeR QLF,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.27091369401191623,0.20825539672269233,0.775,0.8090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0
16,BRCA,3,None,edgeR QLF,gseapy,GO_Biological_Process_2021,0.05,0.5069925828737434,0.5504131874182097,0.683983983983984,0.6751343327270066,0.4267676767676768,0.5446096654275092,0.25448028673835127,0.34226190476190477,274.5,226.0,0
17,BRCA,3,None,edgeR QLF,gseapy,KEGG_2021_Human,0.05,0.4769922715307998,0.47895310242977823,0.6228571428571429,0.6915760869565217,0.5416666666666666,0.5873015873015873,0.29213483146067415,0.34065934065934067,64.0,53.0,0
18,BRCA,3,None,edgeR QLF,gseapy_s2n,GO_Biological_Process_2021,0.05,0.4162670365416664,0.439081522287614,0.7488738738738738,0.7358052487159643,0.34,0.34923076923076923,0.21899736147757257,0.25806451612903225,260.5,164.5,0
19,BRCA,3,None,edgeR QLF,gseapy_s2n,KEGG_2021_Human,0.05,0.3621869100363982,0.364199223873254,0.6032786885245902,0.6333997013439523,0.40714285714285714,0.45454545454545453,0.2,0.22413793103448276,52.0,40.0,0
20,BRCA,3,None,edgeR LRT,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.18748933567133308,0.14466874267639074,0.49688093106535364,0.6980952380952381,0.19888734353268428,0.2572877059569075,0.26809378185524974,0.32172131147540983,581.5,301.0,0
21,BRCA,3,None,edgeR LRT,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.025992386930580667,0.02202464446292797,0.25,0.25418275418275416,0.043478260869565216,0.06976744186046512,0.15384615384615385,0.17073170731707318,13.0,14.0,0
22,BRCA,3,None,edgeR LRT,clusterORA.fdr0.05.post_lfc1.lfc0,GO_Biological_Process_2021,0.05,0.48031476103932014,0.47342514181733697,0.7951471683470707,0.8471935339021104,0.41030042918454934,0.4621771217712177,0.26914414414414417,0.32220367278797996,605.5,308.0,0
23,BRCA,3,None,edgeR LRT,clusterORA.fdr0.05.post_lfc1.lfc0,KEGG_2021_Human,0.05,0.36895070813005937,0.3693813514418829,0.625,0.7029411764705882,0.2727272727272727,0.2777777777777778,0.15384615384615385,0.16666666666666666,13.5,14.0,0
24,BRCA,3,None,edgeR LRT,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.38985594147110525,0.3659336421509962,0.8131868131868132,0.8867757193535672,0.23948811700182815,0.28166351606805295,0.1599443671766342,0.20253164556962025,315.5,178.0,0
25,BRCA,3,None,edgeR LRT,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.3146677854874485,0.3244198920739311,0.7238095238095238,0.8571428571428571,0.18181818181818182,0.1511627906976744,0.10344827586206896,0.12,8.0,7.0,0
26,BRCA,3,None,edgeR LRT,gseapy,GO_Biological_Process_2021,0.05,0.5019252166744914,0.5460219621260654,0.6789408866995075,0.6776738005710894,0.43434343434343436,0.5390334572490706,0.25892857142857145,0.334841628959276,264.5,219.5,0
27,BRCA,3,None,edgeR LRT,gseapy,KEGG_2021_Human,0.05,0.49140334483860104,0.4947477189092394,0.6499057196731616,0.7040050062578223,0.5347222222222222,0.5555555555555556,0.2894736842105263,0.34177215189873417,61.5,52.5,0
28,BRCA,3,None,edgeR LRT,gseapy_s2n,GO_Biological_Process_2021,0.05,,,,,,,,,,,0
29,BRCA,3,None,edgeR LRT,gseapy_s2n,KEGG_2021_Human,0.05,,,,,,,,,,,0
30,BRCA,5,None,DESeq2,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.27250919075551217,0.23744844048627062,0.5340759785570345,0.7245870437087893,0.3466620305980529,0.4416983523447402,0.43644379132990446,0.525,941.0,475.0,1
31,BRCA,5,None,DESeq2,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.08274462346497495,0.11263234714893075,0.32666666666666666,0.3660714285714286,0.11594202898550725,0.1744186046511628,0.18181818181818182,0.20588235294117646,23.5,21.5,1
32,BRCA,5,None,DESeq2,clusterORA.fdr0.05.post_lfc1.lfc0,GO_Biological_Process_2021,0.05,0.6378864408284455,0.6372086972659841,0.7644210042140802,0.8063307595188054,0.6866952789699571,0.7527675276752768,0.47554552294958613,0.5661538461538461,1026.5,508.0,1
33,BRCA,5,None,DESeq2,clusterORA.fdr0.05.post_lfc1.lfc0,KEGG_2021_Human,0.05,0.5115172885380299,0.49264253530777713,0.7066905615292712,0.7171428571428571,0.45454545454545453,0.4722222222222222,0.2564102564102564,0.2857142857142857,25.5,25.0,1
34,BRCA,5,None,DESeq2,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.4542476855624546,0.4464664296389661,0.8453947017180443,0.885605406960023,0.32312614259597805,0.35822306238185253,0.2622478386167147,0.2975206611570248,417.0,211.0,1
35,BRCA,5,None,DESeq2,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.3356661452703237,0.3244198920739311,0.7182539682539683,0.8333333333333334,0.21212121212121213,0.18604651162790697,0.19230769230769232,0.23076923076923078,9.0,10.0,1
36,BRCA,5,None,DESeq2,gseapy,GO_Biological_Process_2021,0.05,0.5905504536711309,0.6215596414562585,0.7585853943850267,0.7282980058569237,0.5542929292929293,0.6579925650557621,0.3412887828162291,0.4144486692015209,299.5,248.5,1
37,BRCA,5,None,DESeq2,gseapy,KEGG_2021_Human,0.05,0.6076993614241508,0.5831042690349002,0.7110323886639676,0.7481343283582089,0.6805555555555556,0.6507936507936507,0.3821138211382114,0.42718446601941745,70.5,54.0,1
38,BRCA,5,None,DESeq2,gseapy_s2n,GO_Biological_Process_2021,0.05,,,,,,,,,,,1
39,BRCA,5,None,DESeq2,gseapy_s2n,KEGG_2021_Human,0.05,,,,,,,,,,,1
40,BRCA,5,None,edgeR QLF,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.19556125390042342,0.17766337129510612,0.5697808535178778,0.7514044943820224,0.11237897648686031,0.15779467680608367,0.004545454545454545,0.0056657223796034,285.0,164.5,1
41,BRCA,5,None,edgeR QLF,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.05805981008641046,0.06864515838114166,0.3484848484848485,0.375,0.014492753623188406,0.023255813953488372,0.0,0.0,3.0,3.0,1
42,BRCA,5,None,edgeR QLF,clusterORA.fdr0.05.post_lfc1.lfc0,GO_Biological_Process_2021,0.05,0.45224022397426505,0.4402581196262524,0.8,0.832916545507415,0.18602693602693604,0.2481549815498155,0.004545454545454545,0.005970149253731343,265.5,161.5,1
43,BRCA,5,None,edgeR QLF,clusterORA.fdr0.05.post_lfc1.lfc0,KEGG_2021_Human,0.05,0.2298067512782033,0.20998554210644632,0.6833333333333333,0.6666666666666666,0.045454545454545456,0.05555555555555555,0.0,0.0,3.0,3.0,1
44,BRCA,5,None,edgeR QLF,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.31187032246382174,0.2949312811505985,0.8197132840866408,0.8954475308641976,0.02696526508226691,0.026465028355387523,0.0,0.0,41.5,15.0,1
45,BRCA,5,None,edgeR QLF,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.16484834109590651,0.19084497337803877,0.6,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1
46,BRCA,5,None,edgeR QLF,gseapy,GO_Biological_Process_2021,0.05,0.5865520315578512,0.6176988051594561,0.7521930893318387,0.7518484478525083,0.5366161616161617,0.6617100371747212,0.346,0.4178082191780822,285.5,249.0,1
47,BRCA,5,None,edgeR QLF,gseapy,KEGG_2021_Human,0.05,0.5885685787413117,0.5920480284970957,0.7222501676727029,0.7420634920634921,0.6805555555555556,0.6666666666666666,0.38461538461538464,0.42857142857142855,66.0,56.0,1
48,BRCA,5,None,edgeR QLF,gseapy_s2n,GO_Biological_Process_2021,0.05,0.5267587451986528,0.5296830166158937,0.7382872503840245,0.7219762237089089,0.5272727272727273,0.5307692307692308,0.3161559888579387,0.345679012345679,397.5,223.0,1
49,BRCA,5,None,edgeR QLF,gseapy_s2n,KEGG_2021_Human,0.05,0.4896606826794282,0.4835584634232062,0.6309067688378034,0.6496554694229113,0.55,0.6090909090909091,0.3103448275862069,0.3375,67.0,53.5,1
50,BRCA,5,None,edgeR LRT,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.2516643845365814,0.2160135446282612,0.5305523723227532,0.7235826531178855,0.3094575799721836,0.3897338403041825,0.4030274361400189,0.47906197654941374,785.0,429.0,1
51,BRCA,5,None,edgeR LRT,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.09650344238940871,0.11764234585862934,0.3542483660130719,0.36363636363636365,0.08695652173913043,0.13953488372093023,0.15384615384615385,0.1875,17.0,17.0,1
52,BRCA,5,None,edgeR LRT,clusterORA.fdr0.05.post_lfc1.lfc0,GO_Biological_Process_2021,0.05,0.5893156206422676,0.584228793941058,0.784253395863141,0.8191700449350395,0.58068669527897,0.6734317343173433,0.4128274616079494,0.487758945386064,832.5,433.0,1
53,BRCA,5,None,edgeR LRT,clusterORA.fdr0.05.post_lfc1.lfc0,KEGG_2021_Human,0.05,0.4163956201507346,0.39091554959361596,0.6614583333333333,0.6909090909090909,0.3333333333333333,0.3333333333333333,0.1875,0.21739130434782608,18.5,19.0,1
54,BRCA,5,None,edgeR LRT,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.4938663604068149,0.4957843760706029,0.844206254686604,0.8876842694532562,0.3555758683729433,0.39792060491493386,0.29515418502202645,0.3401360544217687,448.0,232.5,1
55,BRCA,5,None,edgeR LRT,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.3713137702926788,0.3384576263782791,0.755,0.8110119047619048,0.21212121212121213,0.18604651162790697,0.18181818181818182,0.21052631578947367,9.5,10.0,1
56,BRCA,5,None,edgeR LRT,gseapy,GO_Biological_Process_2021,0.05,0.5782428685522628,0.6211421294948469,0.7662841060383909,0.7338253382533826,0.5101010101010102,0.6579925650557621,0.340080971659919,0.41019955654101997,282.5,245.5,1
57,BRCA,5,None,edgeR LRT,gseapy,KEGG_2021_Human,0.05,0.6054769158403602,0.5879780620090876,0.7258536585365853,0.75,0.6944444444444444,0.6428571428571428,0.38461538461538464,0.42857142857142855,67.0,55.5,1
58,BRCA,5,None,edgeR LRT,gseapy_s2n,GO_Biological_Process_2021,0.05,,,,,,,,,,,1
59,BRCA,5,None,edgeR LRT,gseapy_s2n,KEGG_2021_Human,0.05,,,,,,,,,,,1
60,BRCA,7,None,DESeq2,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.34318468694696724,0.32406857247831067,0.6225783626816044,0.789731452956498,0.39151599443671764,0.5057034220532319,0.4357585139318885,0.5310015898251192,894.0,493.0,2
61,BRCA,7,None,DESeq2,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.18396798124476588,0.23139889627922916,0.5314505776636713,0.5374331550802138,0.13043478260869565,0.20930232558139536,0.18181818181818182,0.2222222222222222,20.0,18.5,2
62,BRCA,7,None,DESeq2,clusterORA.fdr0.05.post_lfc1.lfc0,GO_Biological_Process_2021,0.05,0.6858984140166071,0.6993532670040681,0.7728075429495921,0.821120769221303,0.7673819742489271,0.8247232472324724,0.5453172205438066,0.6312292358803987,1146.5,536.5,2
63,BRCA,7,None,DESeq2,clusterORA.fdr0.05.post_lfc1.lfc0,KEGG_2021_Human,0.05,0.59063529087142,0.5595776733040336,0.6815668202764977,0.6963109354413702,0.6363636363636364,0.6111111111111112,0.3673469387755102,0.3877551020408163,31.0,31.0,2
64,BRCA,7,None,DESeq2,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.4947691982293525,0.4937316298980906,0.8464947916666667,0.9018746833305185,0.37522851919561245,0.4234404536862004,0.3547430830039526,0.4099099099099099,475.0,248.5,2
65,BRCA,7,None,DESeq2,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.398174970889687,0.35205343509941084,0.7692307692307693,0.8461538461538461,0.24242424242424243,0.20930232558139536,0.25,0.2727272727272727,11.0,11.0,2
66,BRCA,7,None,DESeq2,gseapy,GO_Biological_Process_2021,0.05,0.6492004321701018,0.6747567880440886,0.7978938709424699,0.7713657484234981,0.5934343434343434,0.7118959107806692,0.4051383399209486,0.4660493827160494,306.0,251.0,2
67,BRCA,7,None,DESeq2,gseapy,KEGG_2021_Human,0.05,0.6902730167852549,0.6355593019615675,0.7972602739726027,0.7984375,0.7083333333333334,0.6984126984126984,0.47058823529411764,0.4805194805194805,64.0,55.0,2
68,BRCA,7,None,DESeq2,gseapy_s2n,GO_Biological_Process_2021,0.05,,,,,,,,,,,2
69,BRCA,7,None,DESeq2,gseapy_s2n,KEGG_2021_Human,0.05,,,,,,,,,,,2
70,BRCA,7,None,edgeR QLF,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.27315344718348095,0.2560243589738855,0.6508588774308856,0.8151395173453997,0.21279554937413075,0.29721166032953106,0.31384892086330934,0.36666666666666664,497.5,287.0,2
71,BRCA,7,None,edgeR QLF,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.13946755443845182,0.13459218060332986,0.5,0.5,0.057971014492753624,0.09302325581395349,0.1,0.1111111111111111,8.0,9.0,2
72,BRCA,7,None,edgeR QLF,clusterORA.fdr0.05.post_lfc1.lfc0,GO_Biological_Process_2021,0.05,0.49230127694912995,0.4919480174467265,0.7909378733572282,0.8226042630786445,0.39012875536480685,0.4935424354243543,0.34022988505747126,0.3957894736842105,602.0,330.0,2
73,BRCA,7,None,edgeR QLF,clusterORA.fdr0.05.post_lfc1.lfc0,KEGG_2021_Human,0.05,0.3321585452517944,0.3154121863799283,0.6666666666666666,0.6666666666666666,0.2272727272727273,0.2361111111111111,0.125,0.14285714285714285,12.0,12.0,2
74,BRCA,7,None,edgeR QLF,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.3050192078652024,0.31782041173536824,0.858348059826803,0.9109429857093408,0.13254113345521024,0.15879017013232516,0.06896551724137931,0.10367892976588629,173.5,96.0,2
75,BRCA,7,None,edgeR QLF,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.17991818967780315,0.20017304073783795,0.6666666666666666,0.75,0.045454545454545456,0.06976744186046512,0.0,0.0,3.0,4.0,2
76,BRCA,7,None,edgeR QLF,gseapy,GO_Biological_Process_2021,0.05,0.6488919851901191,0.6876768642805768,0.7976760773292455,0.7844012605042017,0.5946969696969697,0.7230483271375465,0.40468227424749165,0.47368421052631576,297.5,246.5,2
77,BRCA,7,None,edgeR QLF,gseapy,KEGG_2021_Human,0.05,0.6772227703057723,0.6442964779603607,0.8,0.8015151515151515,0.7152777777777778,0.7142857142857143,0.46808510638297873,0.49295774647887325,63.0,54.5,2
78,BRCA,7,None,edgeR QLF,gseapy_s2n,GO_Biological_Process_2021,0.05,0.590386717866088,0.582003358148785,0.7552423747276689,0.74224841548493,0.5909090909090909,0.5969230769230769,0.3798977853492334,0.4025974025974026,426.5,245.5,2
79,BRCA,7,None,edgeR QLF,gseapy_s2n,KEGG_2021_Human,0.05,0.5292598841196474,0.5100464281658112,0.6433463796477495,0.6724137931034483,0.6642857142857143,0.6545454545454545,0.3877551020408163,0.38596491228070173,68.0,53.0,2
80,BRCA,7,None,edgeR LRT,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.30465015177391874,0.27956193218638925,0.5806242321588241,0.7575679394564843,0.3640472878998609,0.46514575411913817,0.45267489711934156,0.5378548895899053,915.0,485.0,2
81,BRCA,7,None,edgeR LRT,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.1536163917010966,0.2113145022991097,0.4256465517241379,0.4660633484162896,0.13043478260869565,0.19767441860465118,0.1956521739130435,0.2222222222222222,19.5,18.5,2
82,BRCA,7,None,edgeR LRT,clusterORA.fdr0.05.post_lfc1.lfc0,GO_Biological_Process_2021,0.05,0.6562992535882701,0.6595926583242923,0.774326113742559,0.8178416789480298,0.6969957081545064,0.7749077490774907,0.5023224950232249,0.5842696629213483,1024.5,506.0,2
83,BRCA,7,None,edgeR LRT,clusterORA.fdr0.05.post_lfc1.lfc0,KEGG_2021_Human,0.05,0.4949278396935771,0.5025511565822978,0.6507056451612903,0.6848275862068967,0.4393939393939394,0.4861111111111111,0.26666666666666666,0.30952380952380953,24.0,23.5,2
84,BRCA,7,None,edgeR LRT,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.5451047692593196,0.5568320033771187,0.8480136967913094,0.8925073592120829,0.45201096892138937,0.5132325141776938,0.3923913043478261,0.45430809399477806,575.0,304.0,2
85,BRCA,7,None,edgeR LRT,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.4293626555273969,0.37979438913616725,0.8181818181818182,0.8571428571428571,0.2727272727272727,0.23255813953488372,0.25,0.27586206896551724,11.5,12.0,2
86,BRCA,7,None,edgeR LRT,gseapy,GO_Biological_Process_2021,0.05,0.6360001632654162,0.6736988743411096,0.7875200642054574,0.7638695934055756,0.5820707070707071,0.7211895910780669,0.40412979351032446,0.4657142857142857,298.0,252.5,2
87,BRCA,7,None,edgeR LRT,gseapy,KEGG_2021_Human,0.05,0.6824961912805653,0.6570205019791984,0.7922201138519924,0.7997874924104432,0.7083333333333333,0.6984126984126984,0.4690265486725664,0.4861111111111111,65.0,55.0,2
88,BRCA,7,None,edgeR LRT,gseapy_s2n,GO_Biological_Process_2021,0.05,,,,,,,,,,,2
89,BRCA,7,None,edgeR LRT,gseapy_s2n,KEGG_2021_Human,0.05,,,,,,,,,,,2
90,BRCA,9,None,DESeq2,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.3961444448081935,0.39920399088747577,0.6771074873582419,0.8258507187106348,0.4179415855354659,0.5386565272496832,0.44560838033843675,0.5513595166163142,878.5,501.5,3
91,BRCA,9,None,DESeq2,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.2596984066095218,0.312980073427757,0.6125,0.6457528957528957,0.18840579710144928,0.27906976744186046,0.21621621621621623,0.2413793103448276,21.5,18.0,3
92,BRCA,9,None,DESeq2,clusterORA.fdr0.05.post_lfc1.lfc0,GO_Biological_Process_2021,0.05,0.7242563428986839,0.7309905502586178,0.780436731557377,0.8343321285733545,0.803862660944206,0.8542435424354243,0.5917808219178082,0.6717687074829932,1210.0,560.5,3
93,BRCA,9,None,DESeq2,clusterORA.fdr0.05.post_lfc1.lfc0,KEGG_2021_Human,0.05,0.6256811914047062,0.6016224530501173,0.6282392026578073,0.6666666666666666,0.696969696969697,0.7083333333333333,0.42857142857142855,0.4489795918367347,36.5,37.5,3
94,BRCA,9,None,DESeq2,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.5600641909653941,0.5716714720612666,0.8529570386713243,0.9033381063182387,0.44881170018281535,0.5179584120982987,0.4332855093256815,0.49448123620309054,576.5,304.5,3
95,BRCA,9,None,DESeq2,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.4502757124222506,0.4125553188750858,0.7692307692307693,0.8823529411764706,0.30303030303030304,0.2558139534883721,0.3333333333333333,0.3684210526315789,13.0,12.5,3
96,BRCA,9,None,DESeq2,gseapy,GO_Biological_Process_2021,0.05,0.699503167526722,0.7205179091976358,0.8158115438202551,0.7919870345243479,0.6654040404040404,0.7620817843866171,0.45754716981132076,0.5079872204472844,323.5,270.0,3
97,BRCA,9,None,DESeq2,gseapy,KEGG_2021_Human,0.05,0.739535067568757,0.669261485912914,0.8050632911392406,0.8046342571558383,0.7708333333333333,0.7619047619047619,0.5217391304347826,0.5211267605633803,67.0,57.0,3
98,BRCA,9,None,DESeq2,gseapy_s2n,GO_Biological_Process_2021,0.05,,,,,,,,,,,3
99,BRCA,9,None,DESeq2,gseapy_s2n,KEGG_2021_Human,0.05,,,,,,,,,,,3
100,BRCA,9,None,edgeR QLF,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.33840900491781367,0.3405502296868799,0.695193518044624,0.8376208110095598,0.32962447844228093,0.44296577946768056,0.3889908256880734,0.4697452229299363,697.0,411.0,3
101,BRCA,9,None,edgeR QLF,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.18548202690877788,0.19550900705793836,0.6602564102564102,0.7247474747474747,0.08695652173913043,0.11627906976744186,0.13636363636363635,0.15,9.5,8.0,3
102,BRCA,9,None,edgeR QLF,clusterORA.fdr0.05.post_lfc1.lfc0,GO_Biological_Process_2021,0.05,0.6134211522845279,0.6166035520899821,0.7966943535623525,0.8285992479183455,0.5978540772532188,0.7020295202952029,0.48841354723707664,0.5705996131528046,894.0,455.5,3
103,BRCA,9,None,edgeR QLF,clusterORA.fdr0.05.post_lfc1.lfc0,KEGG_2021_Human,0.05,0.4487925894534684,0.42947428531228565,0.6666666666666666,0.7142857142857143,0.3484848484848485,0.3611111111111111,0.24,0.2647058823529412,20.0,18.5,3
104,BRCA,9,None,edgeR QLF,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,GO_Biological_Process_2021,0.05,0.411948253930809,0.42487679855401783,0.8596874999999999,0.9055727554179567,0.2513711151736746,0.32514177693761814,0.28512396694214875,0.33125,323.0,192.0,3
105,BRCA,9,None,edgeR QLF,clusterORA_lfc.fdr0.05.post_lfc1.lfc1,KEGG_2021_Human,0.05,0.28839140180328904,0.2622443880632595,0.7,0.8,0.12121212121212122,0.11627906976744186,0.16666666666666666,0.18181818181818182,6.5,7.0,3
106,BRCA,9,None,edgeR QLF,gseapy,GO_Biological_Process_2021,0.05,0.686824493269108,0.7165271026368922,0.8216575886053985,0.7968738074521835,0.6628787878787878,0.7657992565055762,0.455531453362256,0.5131964809384164,335.5,267.0,3
107,BRCA,9,None,edgeR QLF,gseapy,KEGG_2021_Human,0.05,0.7297708566684249,0.685433542829138,0.8129370629370629,0.8145833333333333,0.7638888888888888,0.746031746031746,0.5193798449612403,0.5365853658536586,66.0,56.5,3
108,BRCA,9,None,edgeR QLF,gseapy_s2n,GO_Biological_Process_2021,0.05,0.6467903243208238,0.6339892412561584,0.7550427905969017,0.7463498285154335,0.6781818181818182,0.7153846153846153,0.44605475040257647,0.45706371191135736,510.0,309.5,3
109,BRCA,9,None,edgeR QLF,gseapy_s2n,KEGG_2021_Human,0.05,0.5882869552675933,0.5820656499993855,0.6810052420598212,0.6977163461538461,0.7071428571428571,0.7090909090909091,0.4342105263157895,0.43037974683544306,71.5,55.0,3
110,BRCA,9,None,edgeR LRT,clusterORA.fdr0.05.post_lfc0.lfc0,GO_Biological_Process_2021,0.05,0.3558359320110669,0.341762457268016,0.631132137137628,0.8005735015203059,0.40924895688456187,0.5329531051964512,0.4678819444444444,0.5652173913043478,946.5,521.5,3
111,BRCA,9,None,edgeR LRT,clusterORA.fdr0.05.post_lfc0.lfc0,KEGG_2021_Human,0.05,0.20195616353380302,0.2650009057136292,0.543560606060606,0.5553359683794465,0.17391304347826086,0.27906976744186046,0.2,0.2222222222222222,21.5,20.5,3
